Name,Phone,Email,Website,Category
NESTLE - LONG MEADOW DISTRIBUTION CENTRE,"011 574 2000, 011 514 4689",N/A,N/A,N/A
NESTLE SOUTH AFRICA,0860 096 116,N/A,N/A,N/A
GRA-TECH (Pty) Ltd,"011-8241518, 0824164301, 011-8244149",gratec2@mwebbiz.co.za,N/A,N/A
A B N LOGISTICS,011 918 7390,ernie@abnlogistics.co.za,N/A,N/A
LOADIRA LABOUR HIRE cc,"072 659 9683, 016 981 9388, 016 981 9971","nooi.loadira@telkomsa.net, loadira.trading@telkomsa.net",N/A,N/A
PERI - MIDRAND,"011 729 2300, 011 729 2560",midrand@peri.co.za,N/A,N/A
COASTAL COURIERS TRUCK & AIR,"011-392-2577, 011-392-2695",coastaltruck@telkomsa.net,N/A,N/A
ADVANTAGE AIR AFRICA,"011 452 0573, 011 452 3391",sales@advantageair.co.za,N/A,N/A
ADVANTAGE AIR (PTY) Ltd,"021 557 6005, 021 557 6123, 0800 204 462",sales@advantageair.co.za,N/A,N/A
AFRICA THERMAL INSULATION - GAUTENG,011 462 9122,nolene@ati-insulations.co.za,N/A,N/A
GERBER GOLDSCHMIDT GROUP SA (PTY) Ltd - GAUTENG,"011 652 0820, 011 652 0752",charmaine@gerber.co.za,N/A,N/A
AMPA GROUP - GAUTENG,"011 392 4782, 011 392 5153",N/A,N/A,N/A
AMPA PLASTICS - GAUTENG,"011 398 8000, 011 974 2055",INFO@AMPAGLAS.COM,N/A,N/A
LIFE LINE JOHANNESBURG,"011 988 0156, 011 988 4879",semoreeng@lifelinejhb.org.za,N/A,N/A
LIFE LINE JOHANNESBURG,"011 988 0156, 011 988 4879",semoreeng@lifelinejhb.org.za,N/A,N/A
ESTE REAL ESTATE,011 913 4425,admin@esterealestate.co.za,N/A,N/A
TMS GROUP INDUSTRIAL SERVICES (VAAL TRIANGLE),016-986-2210,scloete@tmsg.co.za,N/A,N/A
CHECK DRY CLEANERS,011 640 3596,mail@checkdrycleaners.co.za,N/A,N/A
EVERSTREAM,"086 293 7460, 079 934 3701",info@everstream.co.za,N/A,N/A
DJ FLORIST,"072 1399016, 011 6134694, 011 6138906",joaquimdaa@telkomsa.net,N/A,N/A
MIELE GALLERY OF FINE LIVING (Pty) Ltd,"011 875 9000, 011 875 9035",marketing@miele.co.za,N/A,N/A
BOOST PROPERTY MANAGEMENT,"011 484 7101, 011 484 7114",alexa.steele@boostproperty.co.za,N/A,N/A
Spirax Sarco (SA) (Pty) Ltd (Kempton Park),"011 230 1300, 011 393 1478",debbierobbeson@za.spiraxsarco.com,N/A,N/A
ALLIED CONTROL EQUIPMENT CC,"011 887 4131, 011 887 5731, 011 786 5759",alliedcon@netactive.co.za,N/A,N/A
Reef Scaffolding (Pty) Ltd,"011-795-2061, 011-795-2071",greg@reefscaffolding.co.za,N/A,N/A
DREYCOR PLUMBING (Pty) Ltd,"082 292 2178, 011 865 4447",info@dreycorplumbing.co.za,N/A,N/A
GEYSERFLO PLUMBING cc,"011 660 3331, 011 660 5330, 082 902 3769",info@geyserflo.co.za,N/A,N/A
DALWIN CARPET CARETAKERS,"082 569 6462, 011 435 2843",DALWIN@WOL.CO.ZA,N/A,N/A
Abbott Laboratories (SA) (Pty) Ltd (Head Office),"011 858 2000, 011 858 2070",fanie.prinsloo@abbott.com,N/A,N/A
Abbott Laboratories (SA) (Pty) Ltd (Roodepoort),011 991 3400,N/A,N/A,N/A
FOSTER MELLIAR- HEAD OFFICE,N/A,N/A,N/A,N/A
Teletubbie Pre-School,N/A,N/A,N/A,N/A
SANDVIK MINING SYSTEMS BEDFORDVIEW,"011-455-5512, 011-657-4600",kim.pain@sandvik.com,N/A,N/A
SANDVIK MINING SYSTEM,011-455-5512,kim.pain@sandvik.com,N/A,N/A
Creative Graphics International (Pty) Ltd (Gauteng),011-450-2385,N/A,N/A,N/A
BEYOND DESIGNS,"079 230 2321, 086-631-8708, 011-743-2590",chanel@beyonddesign.co.za,N/A,N/A
MPACT RECYCLING - ALBERTON,011 5388600,Info@mpact.co.za,N/A,N/A
MPACT RECYCLING - SPRINGS,011 360 4000,Info@mpact.co.za,N/A,N/A
MPACT RECYCLING - MIDRAND,011 315 8450,Info@mpact.co.za,N/A,N/A
MPACT RECYCLING - NEW ERA SPRINGS,011 817 2950,Info@mpact.co.za,N/A,N/A
MPACT RECYCLING - MELROSE ARCH,011 994 5400,Info@mpact.co.za,N/A,N/A
MPACT RECYCLING -WADEVILLE,011 383 8400,Info@mpact.co.za,N/A,N/A
SHARP EYE SECURITY & CONSTRUCTION SERVICES,"083-417-8151, 011-862-3426",ndlovu55@telkomsa.net,N/A,N/A
HONEY BEE,"011 854 1420, 011 852 5414",honeybee0786@telkomsa.net,N/A,N/A
IMSIMBI TRAINING (PTY) LTD,"011 678 6496, 011 678 2443",julius@imsimbi.co.za,N/A,N/A
Travel Set,"016-349-2661, 016-349-2665",lizev.tts@galileosa.co.za,N/A,N/A
Pilgrimage Tours,"011-475 7900, 086-683-8158",pilgrimage@makrotravel.co.za,N/A,N/A
0861 NUTSMAN.CO.ZA (PTY) LTD,082 366 6911,info@0861nutsman.co.za,N/A,N/A
INVESTOR TRAVEL (Pty) Ltd,"011 869 8022, 011 869 8022

39, 086 571 4269","res1@i-te.co.za, res2@i-te.co.za",N/A,N/A
PRIONTEX (PTY) LTD (Johannesburg),"011 2375900, 011 2375912",info@priontex.com,N/A,N/A
Southern Plumbing,"0824470416, 011 683 5434",splumbing@mweb.co.za,N/A,N/A
CAHI Norman A Dr,"011 305 9333, 011 305 9300",styleyoursmile@netactive.co.za,N/A,N/A
PG DRILLING EQUIPMENT & ACCESSORIES cc,"011 452 1090, 011 452 6439, 082 779 0352",deon@pgdrill.com,N/A,N/A
IDUBE ELIHLE TOURS,"010 220 5145, 011-704-1499",elihle@idubeelihle.co.za,N/A,N/A
GEM SWITCHGEAR (PTY) Ltd,"011 397 3354, 011 397 3409",info@gemsq.co.za,N/A,N/A
CLIROTECH,"011 822 5479, 082 334 3266",clirotech@telkomsa.net,N/A,N/A
General Profiling (Pty) Ltd,"011 062 3200, 011 062 3271",sales@generalprofiling.co.za,N/A,N/A
Mangwanani At Indaba,011 894 1528,info@mangwanani.co.za,N/A,N/A
Fluorovizion (Pty) Ltd,"011-462-9553, 011-462-9298",Jerryn@fvz.co.za,N/A,N/A
HARRINGTON STEEL ( Pty ) Ltd,"016 421 4653, 016 421 1533",harringtonsteel@telkomsa.net,N/A,N/A
HITACHI CONSTRUCTION MACHINERY SOUTHERN AFRICA CO (PTY) LTD - BOKSBURG,"011 894 3307, 011 841 7700",N/A,N/A,N/A
ACUTECH BUSINESS SOLUTIONS PTY LTD (Head Office),"011 315 7065, 011 315 7384",info@acutech.co.za,N/A,N/A
ACUTECH BUSINESS SOLUTIONS PTY LTD (Head Office,"011 315 7065, 011 315 7384",info@acutech.co.za,N/A,N/A
ROCHE PRODUCTS (PTY) LTD (Illovo JHB),0115025000,N/A,N/A,N/A
Deli Express,011 782 1350,info@deliexpress.co.za,N/A,N/A
SAID'S KARATE GYM,"011 492 0642, 011 492 1407",hanshi@kenfuderyu.com,N/A,N/A
SECURO WORLD,N/A,N/A,N/A,N/A
BABOR COSMETICS,"011 467 0044, 011 467 0110",operations@babor.co.za,https://za.babor.com/,N/A
Westrand Fence & Gate Supplies,"011-665-4418, 011-665-3378",westrandfgs@mweb.co.za,N/A,N/A
PAPERCOR CC (Johannesburg),011 613 7991,denise@papercor.co.za,N/A,N/A
A N CLOTHING,"011 402 1396, 011 402 1395, 082 419 7585",munshiaziz@yahoo.com,N/A,N/A
Amway South Africa (PTY) Ltd - Johannesburg,"011 201 4401, 011 201 4400, 0800 203 772",infocentre.zaf@amway.com,N/A,N/A
Amway South Africa (PTY) Ltd - Sandton,"011 463 4545, 0800 203 772",infocentre.zaf@amway.com,N/A,N/A
Amway South Africa (PTY) Ltd - Mondeor,"0800 203 772, 011 941 4420",infocentre.zaf@amway.com,N/A,N/A
Amway South Africa (PTY) Ltd - Kempton Park,"0800 203 772, 011 392 5493",infocentre.zaf@amway.com,N/A,N/A
EMERSON INDUSTRIAL AUTOMATION SA (PTY) LTD,011 462 1740,hayleigh.mackay@emerson.com,N/A,N/A
EMERSON INDUSTRIAL AUTOMATION SOUTHERN AFRICA (GAUTENG),"011 455 6212, 011 462 1941, 078 459 2062",hayleigh.mackay@emerson.com,N/A,N/A
SWAGELOK SA - Johannesburg,"011 609 7925, 011 452 6329",info@Johannesburg.swagelok.com,N/A,N/A
MOTHEO GROUP - HEAD OFFICE,"011 886 5939, 011 789 8440",orapiloe@motheogroup.co.za,N/A,N/A
ENERTEC BATTERIES (Johannesburg),"011 822 6346, 011 440 8788",sales@enertec.co.za,N/A,N/A
MAHAMOTSA TRADING ENTERPRISE,"072 430 2552, 016 981 1446",mahamotsatradingcc@telkomsa.net,N/A,N/A
Green Office (Johannesburg),N/A,N/A,N/A,N/A
NETCARE CLINTON HOSPITAL,"011 724 2300, 011 724 2002",N/A,N/A,N/A
NETCARE UNION HOSPITAL,"011 724 2000, 011 724 2002",N/A,N/A,N/A
NETCARE LINKSFIELD HOSPITAL,"011 647 3400, 011 640 3576",N/A,N/A,N/A
MEGA FREIGHT JOHANNESBURG,0861 006 342,info@megafreight.co.za,N/A,N/A
Randfontein Private Hospital,"011 411 3143, 087 310 2306, 011 411 3000",info@lenmed.co.za,N/A,N/A
ROHLIG GRINDROD (PTY) Ltd,"011 409 0400, 011 409 0300",lial@rohlig.co.za,N/A,N/A
ROHLIG GRINDROD (PTY) Ltd - HEAD OFFICE AIRFREIGHT,"011 409 0400, 011 409 0300",lial@rohlig.co.za,N/A,N/A
KIA MOTORS (NORTHCLIFF) (PTY) LTD,"011 731 9701, 011 731 9700",kiasalesmanager@multifranchise.co.za,N/A,N/A
ROHLIG GRINDROD (PTY) Ltd - JOHANNESBURG,011 469 1138,N/A,N/A,N/A
ROMOTAS 2000 (Pty) Ltd,"011 873 2282, 082 872 4821, 011 873 2285",admin@romotas.co.za,N/A,N/A
NAMPAK RECYCLING JOHANNESBURG,"011 719 6783, 011 799 7111",N/A,N/A,N/A
ECONAMIC RECYCLING HEAD OFFICE,"080 001 8818, 010 133 0208, 086 584 3532",N/A,N/A,N/A
POWER MEASUREMENT & DISTRIBUTION CC (Johannesburg,"011 026 9514, 087 941 7412",info@powermeasurement.co.za,N/A,N/A
Gega-Lotz (Pty) Ltd,"016 362 1070, 016 362 1051",gega@tiscali.co.za,N/A,N/A
M U R INDUSTRIES CC,"011 824 6159, 011 824 2493, 011 824 1385",mur@lantic.net,N/A,N/A
TOCO LIFTING (PTY) LTD (Germiston),"011 345 8800, 086 673 6102, 082 454 2002",toco@toco.co.za,N/A,N/A
ASTRAPAK,"086 205 7417, 087 742 0710",sales@astrapak.com,N/A,N/A
MTN STORE -ALBERTON,083 869 6615,alberton.city40@mtn.co.za,N/A,N/A
CLARENDON HARDWARE (PTY) LTD,"011 672 3128, 011 672 0456, 011 672 3312",clarendon@netline.co.za,N/A,N/A
CLOROX AFRICA (PTY) LTD,0861 452 372,elizabetha.louw@clorox.com,N/A,N/A
DESLEEMATTEX (Johannesburg),N/A,N/A,N/A,N/A
H C HEAT EXCHANGERS (PTY) LTD,"011 674 1268, 011 674 1237",sales@hcaircon.com,N/A,N/A
CITIWOOD (PTY) LTD JOHANNESBURG,"011 622 7938, 011 622 9360",coenie.adams@citiwood.co.za,N/A,N/A
CITIWOOD (PTY) LTD (Vereeniging),"016 421 1683, 016 421 1337",marius.lems@citiwood.co.za,N/A,N/A
KHOTSO DISTRIBUTORS CC,"011 822 8466, 011 822 8449, 076 194 9387",info.khotso@gmail.com,N/A,N/A
KANSAI PLASCON SOUTH AFRICA (PTY) LTD (Head Office),N/A,N/A,N/A,N/A
KANSAI PLASCON SOUTH AFRICA (PTY) LTD (Alberton),011 861 0300,advice@kansaiplascon.co.za,N/A,N/A
KANSAI PLASCON SOUTH AFRICA (PTY) LTD (Linbro Park),"011 608 0773, 011 608 0790",advice@kansaiplascon.co.za,N/A,N/A
COOPERS ENVIRONMENTAL SCIENCE (Head Office),"011 979 4248, 011 979 4247, 011 979 4246",info@cooperses.co.za,N/A,N/A
EPCOR PROJECTS (PTY) LTD,"086 267 0808, 082 056 6023, 072 276 9083",N/A,N/A,N/A
EXPO NON FERROUS FOUNDRY,016 362 4735,dup@omarketing.co.za,N/A,N/A
ELECTRO BIZZ INTERNATIONAL TRADING,"086 517 4872, 011 865 2254",sales@planmakers.co.za,N/A,N/A
CAMI EDUCATION (PTY) LTD (Johannesburg Head Office),N/A,N/A,N/A,N/A
DUXBURY NETWORKING (Johannesburg Head Office),"011 351 9800, 011 646 3079",info@duxnet.co.za,N/A,N/A
GLEN AUSTIN HIGH SCHOOL,"011 023 7340, 086 732 0516",admin@glenaustinhigh.co.za,N/A,N/A
DA VINCI INSTITUTE FOR TECHNOLOGY MANAGEMENT,"011 608 1331, 011 608 1332",martin@davinci.ac.za,N/A,N/A
SONQOBA ELEVATORS SERVICES,"086 609 3846, 011 056 7032",sonqoba@hotmail.com,N/A,N/A
MDLIKIZA ELEVATORS & LIFT SERVICES,"086 609 3846, 011 056 7032, 074 849 5186",admin@mdlikiza.co.za,N/A,N/A
KILOTON (Vereeniging),"016 100 5001, 016 100 4150, 0861 707 707",sales@kiloton.co.za,N/A,N/A
NATIONAL URETHANE INDUSTRIES (PTY) LTD,"011 392 5560, 011 974 9300",nui@urethanes.co.za,N/A,N/A
B BRAUN MEDICAL (PTY) LTD,"010 222 3066, 010 222 3000",info.za@bbraun.com,N/A,N/A
A PLUS GROUP,011 021 4492,info@aplusgroup.co.za,N/A,N/A
AZAURA JEWELLERY ( Pty ) Ltd NICOLWAY CENTRE,011 465 9286,info@azaura.co.za,N/A,N/A
AZAURA JEWELLERY (PTY) Ltd -  DAINFERN SQUARE,011 469 0770,info@azaura.co.za,N/A,N/A
Wynand Nel Appliances,011-477-0223,wnelappliances@vodamail.co.za,N/A,N/A
Pump Repair Services,"011 842 5980, 011 822 1492, 082 449 0388",info@prs.za.com,N/A,N/A
Little Bambinos Nursery School,"011-869-9732, 086-692-9285",info@littlebambinos.co.za,N/A,N/A
Little Bambinos Nursery Schools,N/A,N/A,N/A,N/A
TRIKAM M & P,"011 838 3523, 011 836 0330",info@mptrikam.co.za,N/A,N/A
MOTLANTHE ATTORNEYS,"011 760 3724, 087 809 5847",admin@motlantheinc.co.za,N/A,N/A
DIVERSE URETHANES,"011 608 2584, 011 608 2593",info@divure.co.za,N/A,N/A
MARIE VAN COLLER ATTORNEY & CONVEYANCER,"083 456 7444, 011 318 1921",marie@mvclaw.co.za,N/A,N/A
VOMS INDUSTRIAL,"011-472-4020, 011-672-2631","mariusj@voms.co.za, info@voms.co.za",N/A,N/A
ESHETTI SAFETY CC,"084 526 7822, 011 915 0090, 086 625 4504",support@eshetti.co.za,N/A,N/A
IMM GRADUATE SCHOOL OF MARKETING (PTY) LTD - HEAD OFFICE,011 628 2000,info@immgsm.ac.za,N/A,N/A
BAMBOO WAREHOUSE (Johannesburg),011 792 7388,pierre@bamboowarehouse.co.za,N/A,N/A
BARKER DELIA PHYSIOTHERAPISTS,"011 680 2505, 083 259 4224, 086 512 1953",deliabarker@icon.co.za,N/A,N/A
LJ TRADING & PROJECTS,"082 054 0238, 011 824 1943",jabulani.sibanda@ljtrading.co.za,N/A,N/A
LIVEWIRE POWER PROJECTS,"011 316 7873, 011 316 7860, 086 556 7476",portia@hvtco.za,N/A,N/A
PHYSIOTHERAPIST 4 YOU,011 852 8690,dm.physio4you@gmail.com,N/A,N/A
IMPACT CLEANING cc - GAUTENG,"011-793-1126, 011-793-1405","trevor@impactcleaning.co.za, accounts@impactcleaning.co.za",N/A,N/A
J.P.MULLER PLUMBERS,"086 667 5721, 083 961 5721, 011 743 2067",anita@jpmullerplumbers.co.za,N/A,N/A
FASTRAK TRADING 134C,"086 550 5564, 011 791 3485",bailey@wardgroup.co.za,N/A,N/A
Nicol Plumbers CC,"0832259426, 0116226157, 0116226021",matthews@wol.co.za,N/A,N/A
WEZI FINANCIAL ADVISORS,"011 041 0199, 073 006 8932",info@wezifin.co.za,N/A,N/A
AA SOLWANDLE ATTORNEYS,"011 656 4741, 073 500 1219, 011 656 4740",aasolwandle@me.com,N/A,N/A
SAVERITE  ELLIS PARK,"073 332 5096, 031 564 1111",ellispark1111@telkomsa.net,N/A,N/A
QUICKSURE (PTY) LTD (Head Office),"011 748 4700, 011 740 6020",info@quicksure.co.za,N/A,N/A
SUPA QUICK STRIJDOM PARK,"086 550 5564, 011 792 4455","bailey@wardgroup.co.za, accs2@wardgroup.co.za",N/A,N/A
FEDEX EXPRESS,087 742 8001,lerato.moeletsi-banda@fedex.com,N/A,N/A
MOTORITE INSURANCE ADMINISTRATORS (PTY) LTD (Johannesburg),"011 259 4800, 011 259 4855",N/A,N/A,N/A
LMC EXPRESS - GAUTENG,011 974 6428,lizette@Imcexpress.co.za,N/A,N/A
MORGAN CARGO - GAUTENG,N/A,schalk@morgancargo.com,N/A,N/A
Harvey World Travel Head Office - Centurion,"012-346-6404, 012-346-6420",management@harveyworld.co.za,N/A,N/A
Weltevreden Fencing,011-763-4014,admin@weltfence.co.za,N/A,N/A
Vanlect Electrical Systems CC,"0836009905, 0114961475, 011 835 3053, 011 496 1476",vanlect@iafrica.com,N/A,N/A
NESS CONSULTING (PTY) LTD (Head Office Johannesburg),"086 683 1414, 011 715 9700",info@nessgroup.co.za,N/A,N/A
MUSA CAPITAL ADVISORS (PTY) LTD,"011 771 6300, 011 771 6333","Info@musacapital.com, Info@musacapital.com",N/A,N/A
HATCH AFRICA (PTY) LTD - JOHANNESBURG,N/A,N/A,N/A,N/A
ROWLIN NATIONAL BROKERS (PTY) LTD,"011 306 3700, 0861 769 546, 011 918 5777",info@rowlin.co.za,N/A,N/A
MZULI PROJECTS,"071 792 2256, 011 025 7647, 086 548 2846",curtis@mzuli.co.za,N/A,N/A
YAKHANI ENTERPRISES (PTY) LTD,072 863 4586,boy.mash.bm@gmail.com,N/A,N/A
Monde Lekoma Trading,"073 515 5552, 072 328 4742",mondelekomatrading@gmail.com,N/A,N/A
ANALT CONSTRUCTION,"011 484 0463, 081 585 0225, 073 258 6616","analtconstruction@mailbox.co.za, anplumbelectric68@gmail.com",N/A,N/A
JURGENS GROUP,"011 616 6673, 011 622 2061",info@jg.co.za,N/A,N/A
JURGENS GROUP GAUTENG,"011 616 6673, 011 622 2061",info@jg.co.za,N/A,N/A
ETHOS PRIVATE EQUITY (PTY) LTD,"011 328 7410, 011 328 7400",cwilkinson@ethos.co.za,N/A,N/A
IMMANUEL MAKELAARS,"012 546 8387, 012 546 8384",annelize@imman.co.za,N/A,N/A
XL Michelle's Travel (Pty) Ltd,"011-913-3290, 011-913-1293",dalep@michellestravelb.co.za,N/A,N/A
SOUTHSURE BROKERS (PTY) LTD (Johannesburg),"011 806 5518, 011 806 5916",nick@southsure.co.za,N/A,N/A
CONSTANTIA INSURANCE CO LTD (Head Office),"011 686 4200, 011 789 8828",facilities@constantiagroup.co.za,N/A,N/A
ACE INSURANCE LIMITED,"011 722 5700, 011 783 0812",charmaine.moreira@acegroup.com,N/A,N/A
LSF BROKERS (PTY) LTD,"011 789 6799, 011 789 5199",lsf@wol.co.za,N/A,N/A
PAN SOLUTIONS (Johannesburg Head Office),"0861 177 777, 011 313 1609, 011 313 1400",info@pansolutions.co.za,N/A,N/A
CHEMETRIX (PTY) LTD (Johannesburg),"011 541 9802, 011 541 9801",lynnettel@chemetrix.co.za,N/A,N/A
AEC-AMERSHAM SOC LTD,"011 691 6511, 011 691 6500",support@aecam.co.za,N/A,N/A
P E CORPORATE SERVICES SA (PTY) LTD (Johannesburg),"011 442 4758, 011 442 4336",martinw@pecs.co.za,N/A,N/A
TECMED AFRICA (PTY) LTD (Head Office),"011 653 2100, 011 653 2000",info@tecmed.co.za,N/A,N/A
LECO AFRICA (PTY) LTD,"011 974 1681, 011 974 1848",africa@leco.com,N/A,N/A
MEDICOLAB CC,"011 839 3142, 011 839 4183",medicolab@telkomsa.net,N/A,N/A
SANJMED MEDICAL DISTRIBUTORS CC,"011 315 5473, 011 805 6257",sanjmed@iburst.co.za,N/A,N/A
DISCOVERY WORLD FREIGHT FORWARDING,011 397 3764,adin@discoveryworldfreight.co.za,N/A,N/A
Curro Serengeti,"011 552 7081, 011 552 7080, 011 552 7084",adminserengeti@curro.co.za,N/A,N/A
PETSURE (PTY) LTD,"086 661 0992, 0860 738 787",info@petsure.co.za,N/A,N/A
FOSHIZI MASS MARKET RESEARCH & STRATEGY GAUTENG,N/A,N/A,N/A,N/A
LINK MARKET SERVICES SOUTH AFRICA (PTY) LTD,"086 674 4381, 0861 546 572",info@linkmarketservices.co.za,N/A,N/A
MAITLAND GROUP (Johannesburg),"011 530 8410, 011 530 8400",info@maitlandgroup.com,N/A,N/A
TOMLINSON MNGUNI JAMES SANDTON,"011 784 2634, 011 784 2636",jhb@tmj.co.za,N/A,N/A
GLOBAL MOUSE (PTY) LTD,"011 513 7700, 011 513 7710",info@globalmouse.co.za,N/A,N/A
UBUCULE ACCOUNTANTS & BUSINESS ADVISORS INC - GAUTENG,"011 807 8942, 086 515 7992",info@ubuculeinc.co.za,N/A,N/A
TOWNSHIP BUSINESS ADS PTY LTD,"011 331 0142, 071 891 8143",admin@townshipbusinessads.co.za,N/A,N/A
WAGGENER EDSTROM,011 550 5400,msorour@waggeneredstrom.co.za,N/A,N/A
PROVANTAGE PTY LTD (Head Office),"011 543 7667, 0861 776 826",info@provantage.co.za,N/A,N/A
LITHA COMMUNICATIONS,"011 484 0345, 011 484 7663",projects@lithacommunications.co.za,N/A,N/A
MEICARE SOLUTIONS CC,"086 656 6781, 011 708 0451, 011 708 1395, 083 632 7752, 011 708 7119",meyer@meicaresolutions.co.za,N/A,N/A
VELOCITY FILMS (PTY) LTD (Johannesburg),"011 807 0100, 011 807 0255, 011 807 1208",info@velocityfilms.com,N/A,N/A
CSX Customer Services (PTY) Ltd,"011 663 9300, 086 067 0000",info@csx.co.za,N/A,N/A
ROERING CREATIVE KIN (PTY) Ltd,"011 513 7700, 011 513 7710",INFO@RCK.CO.ZA,N/A,N/A
THELLONG DEVELOPMENT SERVICES (Head Office),"016 454 0119, 086 694 8188",info@thellong.co.za,N/A,N/A
TECHNIKON LABORATORIES (PTY) LTD,"011 674 1091, 011 674 5300",marketing@techlab.co.za,N/A,N/A
INDEPENDENT ACTUARIES & CONSULTANTS (PTY) LTD (Woodmead),"011 656 4170, 011 656 4171",info@iac.co.za,N/A,N/A
FLUOR SA (PTY) LTD (Woodmead),"011 233 3805, 011 519 6000",sales@fluor.com,N/A,N/A
PURE LIGHT LED PRODUCTS,011 262 2770,sales@purelightledproducts.com,N/A,N/A
G & K GRAY TRAINING CC,"011 472 3516, 011 472 4999, 082 330 7346",admin@gray-matters.com,N/A,N/A
INSTITUTE OF BANKERS IN SA,011 268 0669,info@iob.co.za,N/A,N/A
W H S E CONSULTANTS CC (Centurion),"012 654 8528, 012 654 7231",analise@whse.co.za,N/A,N/A
GAARONA VALLEY LODGE,"086 766 2289, 016 349 6424",info@gaarona.co.za,N/A,N/A
C D J LAND SURVEYORS,"011 768 1233, 011 375 4003",info@cdj.co.za,N/A,N/A
CORPORATE TRAVELLER,"011 778 8903, 087 740 5090",experts@corporatetraveller.co.za,N/A,N/A
GRANDMARK INTERNATIONAL (Johannesburg),"011 226 9209, 011 837 1189",info@grandmark.co.za,N/A,N/A
UNIGLOBE TRAVEL,"011 444 8962, 011 444 8910",enquiries@uniglobetravelsa.co.za,N/A,N/A
FOGHOUND STUDIOS ( Pty ) LTD,"011 541 0000, 083 412 9601, 011 541 0007",kobus@foghound.co.za,N/A,N/A
MOTHEO TRAINING INSTITUTE TRUST,"011 962 1698, 086 426 283, 079 426 2630",rexmotheo@gmail.com,N/A,N/A
MAVAVASA PLUMBING MAINTENANCE CC,"072 4529203, 011 039 0725",mavavasa.plumbing@gmail.com,N/A,N/A
SEARCH PARTNERS INTERNATIONAL (PTY) LTD,"011 728 0105, 011 728 4909",info@spint.co.za,N/A,N/A
RIALTO FOODS (PTY) LTD (Johannesburg),"011 4540726, 011 453 0438",info@rialtofoods.co.za,N/A,N/A
BIZERBA SOUTHERN AFRICA (PTY) LTD (Johannesburg),011 472 0586,sales_za@bizerba.co.za,N/A,N/A
MDS VISAPAK (Head Office),"011 241 4900, 011 493 6888, 079 884 0331",carla@visas.co.za,N/A,N/A
GLOBAL MICRO SOLUTIONS (PTY) LTD,"011 731 0601, 011 731 0600",natalie@globalmicro.co.za,N/A,N/A
SURE EPCOT TRAVEL,"011 744 3613, 011 740 2668",kumedi@epcot.co.za,N/A,N/A
APROLAB,011 786 9501,aprolab@icon.co.za,N/A,N/A
CHUCK PRINT,"086 653 2572, 011 736 7822",nakedi@chuckprint.co.za,N/A,N/A
HIGH TECH THERAPY - GAUTENG,"011 704 6711, 072 958 2571",AWEN@HTHERAPY.CO.ZA,N/A,N/A
ELECTRO-SPYRES MEDICAL,011 402 7132,"SPYRES@GLOBAL.CO..ZA, INFO@ELECTROSPYRES.COM",N/A,N/A
ASPEN PHARMACARE HEAD OFFICE,"011 239 6501, 011 239 6100",N/A,N/A,N/A
ASPEN PHARMACARE SANDTON,"011 2396231, 011 239 6000",N/A,N/A,N/A
ASPEN PHARMACARE NORTHRIDING,011 239 6000,N/A,N/A,N/A
ASPEN PHARMACARE CONSUMER HOTLINE,0800 122 912,N/A,N/A,N/A
Priocus Logistics Door To Door Deliveries Freight Logistics Johannesburg,"081 248 7270, 011 615 7080",mxolisi@priocuslogistics.co.za,N/A,N/A
Kranon Holding (Pty)  Ltd,011 969 6016,info@kranon.co.za,N/A,N/A
Kranon Holding (Pty) Ltd,"011 969 6016, 078 266 4027, 086 454 2847",info@kranon.co.za,N/A,N/A
swimming pool safety nets and pool solar blankets Swimming Pool Safety Nets4pools Gauteng,076 939 3786,rocketbidz@gmail.com,N/A,N/A
DELTA BUILDING CONTRACTORS,"083 297 7010, 011 692 1370, 086 500 1723",nicolene@deltabou.co.za,N/A,N/A
Makhonza Air Conditioning,073 294 3298,N/A,N/A,N/A
VAAL BROKERS (PTY) LTD,"016 982 2478, 016 982 6000",ireneic@lantic.net,N/A,N/A
Icecold Bodies (Pty) Ltd,"016 349 1486, 083 701 5103, 016 349 1140",anri@icecoldbodies.co.za,N/A,N/A
Strong Bond Manufacturing Gauteng,"011 656 4994, 086 613 6636",info@strongbond.co.za,N/A,N/A
Marx K Curtain Specialist (Pty) Ltd,083 600 3353,macmarx@wol.co.za,N/A,N/A
Trio Specialized Welding,"011 4202155, 0833903807",jansteenkamp@telkomsa.net,N/A,N/A
Earn A Car (Pty) Ltd,011 425 1666,N/A,N/A,N/A
TSHETLO S A DR,011 7369561,N/A,N/A,N/A
THE WASTE GROUP PTY Ltd,016 986 3001,N/A,N/A,N/A
THE WASTE GROUP PTY (Ltd ) VEREENIGING,016 428 4871,N/A,N/A,N/A
LENCOR PLUMBING,076 886 1777,lencor@ymail.com,N/A,N/A
INCLEDON (Pty) Ltd,"011 323 0800, 011 323 0982",info@incledon.co.za,N/A,N/A
NORTHERN BUILDING AND HANDY MAN SERVICES,078 634 9265,N/A,N/A,N/A
SENGKHONA PLUMBERS,"086 205 1343, 076 230 0997, 011 615 8829",plumbing@sengkhona.co.za,N/A,N/A
ANANZI DOORS (Pty) Ltd,"082 672 6361, 011 672 6361, 011 672 2710",info@ananzi-doors.co.za,N/A,N/A
Key-Mark Industrial Keys,"011 845 2236, 011 845 2683",mwkeymrk@mweb.co.za,N/A,N/A
