Business Name,Description,Possible Address,Phone Numbers,Emails,Websites
AVBOB (HEIDELBERG),"ADDRESS:64 UECKERMANN STREET
TELL:016-341 2389
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","64 UECKERMANN STREET
TELL; 341 2389
TRADE HEADING
FUNERAL DIRECTORS ",,,
AVBOB HORISON),"ADDRESS:CNR OF BICKEL 7 MOUTON STREET
TEL:011-766 3145
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","7 MOUTON STREET
TEL; 766 3145
TRADE HEADING
FUNERAL DIRECTORS ",011-766 3145,,
AVBOB (IKWEZI),"ADDRESS:749 MMILA ROAD,MOFOLO NORTH
TEL:011-988 2457
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","749 MMILA ROAD,MOFOLO NORTH
TEL; 988 2457
TRADE HEADING
FUNERAL DIRECTORS ",011-988 2457,,
KAPCI COATING SA cc,"ADDRESS:24 MARSHALL STREET,FORDSBURG,GAUTENG

TEL:011-834 1252/3/4

FAX:011-834 1259

WEBSITE:WWW.KAPCI.COM

TRADE HEADING

AUTOMOTIVE PAINT DISTRIBUTORS","24 MARSHALL STREET,FORDSBURG,GAUTENG

TEL; 834 1252; 4

FAX; 834 1259

WEBSITE","011-834 1252, 011-834 1259",,
AVBOB (JOHANNESBURG),"ADDRESS:7 OWL STREET,MILPARK,JOHANNESBURG
TEL:011-482 1027
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","7 OWL STREET,MILPARK,JOHANNESBURG
TEL; 482 1027
TRADE HEADING
FUNERAL DIRECTORS ",011-482 1027,,
AVBOB ( KEMPTON PARK),"ADDRESS:29 MARGERET AVE
TEL:011-975 5845
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","29 MARGERET AVE
TEL; 975 5845
TRADE HEADING
FUNERAL DIRECTORS ",011-975 5845,,
AVBOB (KREMETORIUM),"ADDRESS:MOOIFONTEIN CEMETERY,TIRTELDUID LAAN,BIRCH ACRES)
TEL:011-391 6484
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","391 6484
TRADE HEADING
FUNERAL DIRECTORS ",011-391 6484,,
AVBOB (KRUGERSDORP),"ADDRESS:CNR JOUBERT & FONTEIN STREET
TEL:011-953 3808
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","953 3808
TRADE HEADING
FUNERAL DIRECTORS ",011-953 3808,,
AVBOB (MEYERTON),"ADDRESS:18 LOCH STREET
TEL:016-362 1048
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","18 LOCH STREET
TEL; 362 1048
TRADE HEADING
FUNERAL DIRECTORS ",016-362 1048,,
AVBOB (MIDDLEBURG),"ADDRESS:44 JOHAN MAGAGULA STREET
TEL:013-282 4771
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","44 JOHAN MAGAGULA STREET
TEL; 282 4771
TRADE HEADING
FUNERAL DIRECTORS ",013-282 4771,,
AVBOB (NELSRUIT),"ADDRESS:30 BRANDERS STREET
TEL:013-752 2695
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","30 BRANDERS STREET
TEL; 752 2695
TRADE HEADING
FUNERAL DIRECTORS ",013-752 2695,,
EXECUTOTS DAYCARE,"ADDRESS:79 14TH STREET,PARKMORE,SANDTON,GAUTENG
TEL:011-784 7184
FAX:011-784 7184
TRADE HEADING
CRECHES,EDUCARE & PRE-PRIMARY","79 14TH STREET,PARKMORE,SANDTON,GAUTENG
TEL; 784 7184
FAX; 784 7184
TRADE HEADING
CRECHES,EDUCARE ","011-784 7184, 011-784 7184",,
AVBOB (NIGEL ),"ADDRESS:45 A BREYTENBACK STREET NIGEL
TEL:011-814 4853
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","45 A BREYTENBACK STREET NIGEL
TEL; 814 4853
TRADE HEADING
FUNERAL DIRECTORS ",011-814 4853,,
AVBOB (POTCHEFSTROOM),"ADDRESS:CNR OWEN & OR TAMBO
TEL:018-294 3269
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","294 3269
TRADE HEADING
FUNERAL DIRECTORS ",018-294 3269,,
AVBOB (RANDFONTEIN),"ADDRESS:40 PARK STREET SOUTH
TEL:011-693 2560
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","40 PARK STREET SOUTH
TEL; 693 2560
TRADE HEADING
FUNERAL DIRECTORS ",011-693 2560,,
AVBOB (ROODEPOORT),"ADDRESS:CNR MESSELAAR & KOTZE STREET
TEL:011-760 1158
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","760 1158
TRADE HEADING
FUNERAL DIRECTORS ",011-760 1158,,
AVBOB (ROODEPOORT-HORISON),"ADDRESS:CNR OF BICKEL AND MOUTON STREET,HORISON
TEL:011-766 3145
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","766 3145
TRADE HEADING
FUNERAL DIRECTORS ",011-766 3145,,
AVBOB (SASOLBURG),"ADDRESS:9 SALTBERRY STREET
TEL:016-976 0790
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","9 SALTBERRY STREET
TEL; 976 0790
TRADE HEADING
FUNERAL DIRECTORS ",016-976 0790,,
AVBOB (SOWETO),"ADDRESS:4401 TSIANDA STREET,CHIAWELO
TEL:011-980 2190
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","4401 TSIANDA STREET,CHIAWELO
TEL; 980 2190
TRADE HEADING
FUNERAL DIRECTORS ",011-980 2190,,
AVBOB (SPRINGS),"ADDRESS:EIGHT STREET NO.8
TEL:011-811 2393/4157
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","8
TEL; 811 2393; 4157
TRADE HEADING
FUNERAL DIRECTORS ",011-811 2393,,
AVBOB (VANDERBILIJPARK),"ADDRESS:CNR JW MUSHET & FW BEYERS STREET
TEL:016-933 9734
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","933 9734
TRADE HEADING
FUNERAL DIRECTORS ",016-933 9734,,
AVBOB (VEREENIGING),"ADDRESS:CNR STANLEY & VOORTREKKER STREET
TEL:016-421 4054
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","421 4054
TRADE HEADING
FUNERAL DIRECTORS ",016-421 4054,,
AVBOB (WITBANK),"ADDRESS:16 HAIG STREET
TEL:013-656 2502
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","16 HAIG STREET
TEL; 656 2502
TRADE HEADING
FUNERAL DIRECTORS ",013-656 2502,,
CAPITAL CIVIL & BUILDING CONSTRUCTION,"ADDRESS:278 MAPLE STREET,POMANA,KEMPTON PARK,GAUTENG
FAX:011-979 1175
CELL:083-250 5532
TRADE HEADING
BUILDING CONSTRUCTION","278 MAPLE STREET,POMANA,KEMPTON PARK,GAUTENG
FAX; 979 1175
CELL; 250 5532
TRADE HEADING
BUILDING CONSTRUCTION","011-979 1175, 083-250 5532",,
GENERAL MOTOR DEALER,"ADDRESS:289 GEN LOUIS BOTHA DRIVE,GARSFONTEIN,PRETORIA,GAUTENG
TEL:012-369 2000
FAX:012-369 2020
TRADE HEADING
MOTOR CAR & TRUCK DISTRIBUTORS","289 GEN LOUIS BOTHA DRIVE,GARSFONTEIN,PRETORIA,GAUTENG
TEL; 369 2000
FAX; 369 2020
TRADE HEADING
MOTOR CAR ","012-369 2000, 012-369 2020",,
CALDERYS SOUTH AFRICA (PTY) LTD,"ADDRESS:6 KARIBA STREET,POWERVILLE,VEREENING,GAUTENG,1930
TEL:016-440 6400
FAX:016-440 6409
TRADE HEADING
REFRACTORIES","6 KARIBA STREET,POWERVILLE,VEREENING,GAUTENG,1930
TEL; 440 6400
FAX; 440 6409
TRADE HEADING
REFRACTORIES","016-440 6400, 016-440 6409",,
TSHEPANG FUNERAL UNDERTAKERS,"ADDRESS:13135 BADUZA STREET,KWA THEMA,SPRINGS,GAUTENG
TEL:011-736 9850
FAX:011-736 9519
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","13135 BADUZA STREET,KWA THEMA,SPRINGS,GAUTENG
TEL; 736 9850
FAX; 736 9519
TRADE HEADING
FUNERAL DIRECTORS ","011-736 9850, 011-736 9519",,
"MARY POPPIN""S CHILDREN CENTRE","ADDRESS:1 CAVAN CLOSE,WYNBERG
TEL:087-802 5709
FAX:086-575 5495
EMAIL:marypop@mwed.co.za
TRADE HEADING
CRECHES EDUCARE & PRE-PRIMARY","1 CAVAN CLOSE,WYNBERG
TEL; 802 5709
FAX; 575 5495
EMAIL","087-802 5709, 086-575 5495",marypop@mwed.co.za,
ACADEMY DRIVING SCHOOL,"ADDRESS:87 LOVEDAY STREET,JOHANNESBURG,GAUTENG
TEL:011-834 4231
FAX:011-834 4234
TRADE HEADING
DRIVING SCHOOL","87 LOVEDAY STREET,JOHANNESBURG,GAUTENG
TEL; 834 4231
FAX; 834 4234
TRADE HEADING
DRIVING SCHOOL","011-834 4231, 011-834 4234",,
FAHRENHEIT SEAFOOD &GRILL,"ADDRESS:1 HUDSON ROAD,EASTLEIGHT,EDENVALE,GAUTENG
TEL:011-021 6223
FAX:011-452 9710
WEBSITE:WWW.FGRILL.CO.ZA
TRADE HEADING
RESTAURANTS","1 HUDSON ROAD,EASTLEIGHT,EDENVALE,GAUTENG
TEL; 021 6223
FAX; 452 9710
WEBSITE","011-021 6223, 011-452 9710",,
"A.MBULIS OFSPRING CONSTRUCTION,PROJECTS","ADDRESS:1917 MPANE STREET, ORLANDO EAST,SOWETO,GAUTENG
CEL:084 661 8853
EMAIL:20@mtn.co.za
TRADE HEADING
BUILDING CONTRACTORS","1917 MPANE STREET, ORLANDO EAST,SOWETO,GAUTENG
CEL; 084 661 8853
EMAIL",,20@mtn.co.za,
DIY DEPORT KRUGERSDORP,"ADDRESS:21 ADOLF SCHNEIDER AV,KRUGERSDORP,GAUTENG
TEL:011-660 9153
FAX:011-660 4734
TRADE HEADING
HARDWARE-RETAIL","21 ADOLF SCHNEIDER AV,KRUGERSDORP,GAUTENG
TEL; 660 9153
FAX; 660 4734
TRADE HEADING
HARDWARE-RETAIL","011-660 9153, 011-660 4734",,
EVENING STAR CONSTRUCTION,"ADDRESS:SILVERWOODS,COUNTRY ESTATE,WILDWOODWAY SILVER LAKES,PRETORIA,GAUTENG
EMAIL:psgrobbelaar@vodamail.co.za
CELL:084 845 8834
TRADE HEADING
CONSTRUCTION","084 845 8834
TRADE HEADING
CONSTRUCTION",084 845 8834,psgrobbelaar@vodamail.co.za,
SUSTAINABLE ENERGY SOCIETY SOUTHERN AFRICA,"ADDRESS:UNIT 138,DESIGN QUARTER BUSINESS CENTRE,LESLIE AV,FOURWAYS,GAUTENG
TEL:011-513 4071
EMAIL:office@sessa.org.za
WEBSITE:www.sessa.org.za
TRADE HEADING
ASSOCIATIONS-MINERALS & ENERGY INDUSTRY","513 4071
EMAIL",011-513 4071,office@sessa.org.za,
MAKITI WEDDING & FUNCTION CENTRE,"ADDRESS:PLOT 19 DANIELSRUS,KRUGERSDORP,GAUTENG,1739
TEL:011-662 43-904
FAX:011-662 4907
EMAIL:info@makiti.co.za
WEBSITE:www.makiti.co.za
TRADE HEADING
WEDDING CONULTANTS & SERVICES","19 DANIELSRUS,KRUGERSDORP,GAUTENG,1739
TEL; 662 43-904
FAX; 662 4907
EMAIL","011-662 43-904, 011-662 4907",info@makiti.co.za,
LIONIZE CONSULTING,"ADDRESS:RUGBY ROAD,SAVANAH OFFICE PARK,9 AVENUE,WELTEVREDEN PARK,ROODEPOORT,GAUTENG
TEL:011-039 0495
FAX:086-512 0029
TRADE HEADING
DOMESTIC WORK RECRUITMENT AGENCIS","9 AVENUE,WELTEVREDEN PARK,ROODEPOORT,GAUTENG
TEL; 039 0495
FAX; 512 0029
TRADE HEADING
DOMESTIC WORK RECRUITMENT AGENCIS","011-039 0495, 086-512 0029",,
REMAX AGENTS,"ADDRESS:280 WILLSON STREET,FAIRLAND,JOHANNESBURG
TEL:011-476 7029
FAX:011-476 4019
TRADE HEADING
ESTATE AGENT","280 WILLSON STREET,FAIRLAND,JOHANNESBURG
TEL; 476 7029
FAX; 476 4019
TRADE HEADING
ESTATE AGENT","011-476 7029, 011-476 4019",,
ADVANCE ENGINEERING & PANEL MANUFACTURES (PTY) LTD,"ADDRESS:15 PRINSLOO STREET,ALBERTON,GAUTENG
TEL:011-869 2751
FAX:086-545 9878
TRADE HEADING
ELECTRICAL ENGINEERS","15 PRINSLOO STREET,ALBERTON,GAUTENG
TEL; 869 2751
FAX; 545 9878
TRADE HEADING
ELECTRICAL ENGINEERS","011-869 2751, 086-545 9878",,
REMAX  2000,"ADDRESS:4 PENELOPE AVE,FLORIDA NORTH,ROODEPOORT,SOUTH AFRICA,1709 
TEL:011-476 7029
FAX:011-476 4019
CELL:083 654 7766
EMAIL:sharonkeyter@gmail.com / sharon@remax2000.co.za
TRADE HEADING
ESTATE AGENTS","4 PENELOPE AVE,FLORIDA NORTH,ROODEPOORT,SOUTH AFRICA,1709 
TEL; 476 7029
FAX; 476 4019
CELL; 083 654 7766
EMAIL","011-476 7029, 011-476 4019, 083 654 7766","sharonkeyter@gmail.com, sharon@remax2000.co.za",
VOLVO (SOUTHERN AFRICA) (PTY) LTD,"ADDRESS:HUGHES BUSINESS PARK,SALIGNA,WITFIELD,GAUTENG
TEL:011-842 5000
EMAIL:sharon.pillay@volvo.co.za
TRADE HEADING
NEW CAR DEALER","842 5000
EMAIL",011-842 5000,sharon.pillay@volvo.co.za,
IMPERIAL TOYOTA A DIVISION OF IMPERIAL GROUP (PTY) LTD,"ADDRESS:67 EMPIRE ROAD,PARKTOWN,JOHANNESBURG,GAUTENG
TEL:011-276 0700
FAX:011-276 0652
EMAIL:AFERREIA@IMPERIALTOYOTA.CO.ZA
TRADE HEADING
NEW CAR DEALER","67 EMPIRE ROAD,PARKTOWN,JOHANNESBURG,GAUTENG
TEL; 276 0700
FAX; 276 0652
EMAIL","011-276 0700, 011-276 0652",AFERREIA@IMPERIALTOYOTA.CO.ZA,
SJ CAPITAL (JOHANNESBURG),"ADDRESS:FIRST FLOOR,SANDTON CITY OFFICE TOWER,SAND DOWN,SOUTH AFRICA,2146
TEL:011-303 8800
FAX:011-303 8808
EMAIL:jhb@sjcapitalgroup.com
TRADE HEADING
INVESTMENT CONSULTANTS","2146
TEL; 303 8800
FAX; 303 8808
EMAIL","011-303 8800, 011-303 8808",jhb@sjcapitalgroup.com,
STRIPPERS EXTRAVAGANZA,"TEL:011-794 1994


FAX:086-519 0247


TRADE HEADING


ADULT ENTERTAINMENT","794 1994


FAX; 519 0247


TRADE HEADING


ADULT ENTERTAINMENT","011-794 1994, 086-519 0247",,
N.V CONSTRUCTION,"ADDRESS:215 PRETORIA STREET,RYNFIELD,BENONI,GAUTENG
TEL: 011-849 9797


FAX:011-849 1843
 
EMAIL: vilarinho@telkomsa.net


TRADE HEADING


BUILDING CONTRACTORS","215 PRETORIA STREET,RYNFIELD,BENONI,GAUTENG
TEL; 849 9797


FAX; 849 1843
 
EMAIL","011-849 9797, 011-849 1843",vilarinho@telkomsa.net,
KISMET SUPPLY STORE,"ADDRESS:PARK ROAD,WYNBERG,GAUTENG
TEL:021-797 8804


FAX:021-761 0825


TRADE HEADING


HARDWARE STORES","797 8804


FAX; 761 0825


TRADE HEADING


HARDWARE STORES","021-797 8804, 021-761 0825",,
HOT POT PLUMBING & BUILDING SUPPLIES,"ADDRESS:HENDRIK POTGIETER CORNER,HENDRIK NORTH,ALBERTON,GAUTENG,2000
TEL:011-907 8676


FAX:011-869 5073


TRADE HEADING


HARDWARE-RETAIL","2000
TEL; 907 8676


FAX; 869 5073


TRADE HEADING


HARDWARE-RETAIL","011-907 8676, 011-869 5073",,
S A CONTINER DEPORT (PTY) LTD,"ADDRESS:1 HOUER ROAD,CITY DEEP,JOHANNESBURG,GAUTENG
TEL:011-405 2000


FAX:011-613 1502
 
EMAIL:websever@sacd.co.za


TRADE HEADING


CONTAINERISED,FREIGHT,DEPOTS & TRANSPORT SERVICES","1 HOUER ROAD,CITY DEEP,JOHANNESBURG,GAUTENG
TEL; 405 2000


FAX; 613 1502
 
EMAIL","011-405 2000, 011-613 1502",websever@sacd.co.za,
CIDA CITY CAMPUS,"ADDRESS:2 WESSEL AVENU,LYNCHURST,JOHANNESBURG,GAUTENG

TEL:011-887 4495


FAX:011-440 8952


TRADE HEADING


COLLEGES","2 WESSEL AVENU,LYNCHURST,JOHANNESBURG,GAUTENG

TEL; 887 4495


FAX; 440 8952


TRADE HEADING


COLLEGES","011-887 4495, 011-440 8952",,
MATTHEW GONIWE SCHOOL OF LEADERSHIP,"ADDRESS:8TH STREET,VRECLEDROT,JOHANNESBURG,GAUTENG
TEL:011-830 2200
 
FAX:011-830 2207
 
TRADE HEADING
COLLEGES","830 2200
 
FAX; 830 2207
 
TRADE HEADING
COLLEGES","011-830 2200, 011-830 2207",,
SIYAYA SKILLS INSTITUTE (PTY) LTD,"ADDRESS:TEBA PARK,121 ELOFF STREET.EXT SELBY.JOHANNESBURG,GAUTENG
TEL:011-493 9706
 
FAX:011-493 9698
TRADE HEADING
FET COLLEGES","121 ELOFF STREET.EXT SELBY.JOHANNESBURG,GAUTENG
TEL; 493 9706
 
FAX; 493 9698
TRADE HEADING
FET COLLEGES","011-493 9706, 011-493 9698",,
VHEMBE FET COLLEGES,"ADDRESS:2 MPHEPHU STREET,1SKASA
TEL:015-963 3491
FAX:015-963 3492
TRADE HEADING
FET COLLEGES","2 MPHEPHU STREET,1SKASA
TEL; 963 3491
FAX; 963 3492
TRADE HEADING
FET COLLEGES","015-963 3491, 015-963 3492",,
MSUKULIGWA MUNICIPALITY,"ADDRESS:CIVIC CENTRE,26 TAUTRE STREET,ERMELO
TEL:017-801 3500
FAX:017-801 3851
TRADE HEADING
MUNICIPALITY","26 TAUTRE STREET,ERMELO
TEL; 801 3500
FAX; 801 3851
TRADE HEADING
MUNICIPALITY","017-801 3500, 017-801 3851",,
HAIR OPTIONS,"ADDRESS:64 WESSELS ROAD,RIVONIA,SANDTON,GAUTENG
TEL:011-234 6501
FAX:011-234 6509
TRADE HEADING
HAIR CONSULTANTS","64 WESSELS ROAD,RIVONIA,SANDTON,GAUTENG
TEL; 234 6501
FAX; 234 6509
TRADE HEADING
HAIR CONSULTANTS","011-234 6501, 011-234 6509",,
PALMAR HOTEL,"ADDRESS:8 DIE AGERA ROAD,CROYDON,KEMPTON PARK,GAUTENG
TEL:011-974 7735
FAX:011-392 5506
TRADE HEADING
HOTEL & TOURIST","8 DIE AGERA ROAD,CROYDON,KEMPTON PARK,GAUTENG
TEL; 974 7735
FAX; 392 5506
TRADE HEADING
HOTEL ","011-974 7735, 011-392 5506",,
MERCURE HOTEL (BEDFORDVIEW),"ADDRESS:33 BRADFORD ROAD,GAUTENG
TEL:011-622 1556
FAX:011-622 8725
TRADE HEADING
HOTEL & TOURIST","33 BRADFORD ROAD,GAUTENG
TEL; 622 1556
FAX; 622 8725
TRADE HEADING
HOTEL ","011-622 1556, 011-622 8725",,
MUSUKULIGWA MUNICIPALITY,"ADDRESS:CIVIL CENTRE,26 TAURTE STREET,ERMELO
TEL:017-801 3576
EMAIL:mzane@musukwalikwa.gov.co.za
TRADE HEADING
MUNICIPALITY","26 TAURTE STREET,ERMELO
TEL; 801 3576
EMAIL",017-801 3576,mzane@musukwalikwa.gov.co.za,
JACOBS TRANSPORT,"ADDRESS:VICKERS ROAD,CITY DEEP,JOHANNESBURG,GAUTENG
TEL:011-434 0157
FAX:086-692 6386
WEBSITE:www.jacobstransport.co.za
TRADE HEADING
CONVERSATIONS,RENTALS & SALES","434 0157
FAX; 692 6386
WEBSITE","011-434 0157, 086-692 6386",,
EXCLUSIVE GETAWAYS,"ADDRESS:EXCLUSIVE GETAWAYS,4A COOMBE PLACE,RIVONIA,EXT1,SANTON,GAUTENG
TEL:011-803 8669
FAX:011-807 0417
WEBSITE:www.exclusivegetaways.co.za
TRADE HEADING
GAME FARMS","803 8669
FAX; 807 0417
WEBSITE","011-803 8669, 011-807 0417",,
ZENZELE FUNERAL HOME,"ADDRESS:45 84D NKOMO STREET,KWATHOMAS MAHLANGU VILE,WITBANK,1040
TEL:013-699 9101
FAX:086-698 1568
TRADE HEADING
FUNERAL DIRECTORS & UNDERTAKERS","45 84D NKOMO STREET,KWATHOMAS MAHLANGU VILE,WITBANK,1040
TEL; 699 9101
FAX; 698 1568
TRADE HEADING
FUNERAL DIRECTORS ","013-699 9101, 086-698 1568",,
SAMBRA (SOUTH AFRICAN MOTOR BODY REPAIRS ASSOCIATION),"TEL:011-886 6300
EMAIL:riana.faurie@mi.org.za
TRADE HEADING
ASSOCIATION-AUTO","886 6300
EMAIL",011-886 6300,riana.faurie@mi.org.za,
ALL PLUMBING,"ADDRESS:20 CASA DIVA,GIBSON DRIVE,BUCCLEUCH,SANDTON,GAUTENG
TEL:011-802 0666
EMAIL:letstalkplumbing@ymail.com
TRADE HEADING
PLUMBERS & SANITARY ENGINEERS","20 CASA DIVA,GIBSON DRIVE,BUCCLEUCH,SANDTON,GAUTENG
TEL; 802 0666
EMAIL",011-802 0666,letstalkplumbing@ymail.com,
MASERUMULE INC,"ADDRESS:43 OXFORD ROAD,FOREST TOWN,JOHANNESBURG,GAUTENG
TEL:011-486 3081
FAX:011-486 4013
EMAIL:goody@maserumuleinc.co.za
WEBSITE:www.maserumuleinc.co.za
TRADE HEADING
ATTORNEYS","43 OXFORD ROAD,FOREST TOWN,JOHANNESBURG,GAUTENG
TEL; 486 3081
FAX; 486 4013
EMAIL","011-486 3081, 011-486 4013",goody@maserumuleinc.co.za,
MANICA SOUTH AFRICA,"ADDRESS:PENCIL PARK,CROXLEY CLOSE,HERIOTDALE,JOHANNESBURG,GAUTENG
POSTAL:PO BOX 32014 BRAAMFONTEIN,2017
TEL:011-417 5500
FAX:086-646 4806
EMAIL:info@manica-africa.com
TRADE HEADING
LOGISTICS","32014 BRAAMFONTEIN,2017
TEL; 417 5500
FAX; 646 4806
EMAIL","011-417 5500, 086-646 4806",info@manica-africa.com,
LANDELALAHNI WORK FORCE MANAGEMENT,"ADDRESS:1 GLENHOVE ROAD,MELROSE ESTATE,JOHANNESBURG,GAUTENG
TEL:011-750 9536
FAX:011-442 0923
EMAIL:pasneemm@landelalahni.co.za
TRADE HEADING
PERSONAL CONSULTANTS","1 GLENHOVE ROAD,MELROSE ESTATE,JOHANNESBURG,GAUTENG
TEL; 750 9536
FAX; 442 0923
EMAIL","011-750 9536, 011-442 0923",pasneemm@landelalahni.co.za,
LIMORIDE,"ADDRESS:1 BOEING ROAD,BEDVIEW,JOHANNESBURG,GAUTENG
CELL:072 373 7133 / 082 966 8113
EMAIL:limorite@gmail.com
TRADE HEADING
LIMOUSINE-HIRE","1 BOEING ROAD,BEDVIEW,JOHANNESBURG,GAUTENG
CELL; 072 373 7133 ; 082 966 8113
EMAIL",072 373 7133,limorite@gmail.com,
ROYAL BUS & TRUCK TYRES,"Business Name		:	ROYAL BUS & TRUCK TYRES 			
						
Physical Add.		:	19 Liverpool Rd , Benoni South , Gauteng , South Africa 			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	013 656 1158			
Fax No.		:	013 656 1158			
Cellular No.		:				
E-Mail Add.		:	royaltyreswitbank@gmail.com			
Website Add.		:				
TRADE HEADINGS						
1) 	Tyre Repairs 			2) 	Truck Tyres 	
3)	Tyre Fitment 			4) 	Wheel Alignments","19 Liverpool Rd , Benoni South , Gauteng , South Africa 			
						
						
Postal Add.		; 013 656 1158			
Fax No.		; 013 656 1158			
Cellular No.		",,royaltyreswitbank@gmail.com,
GEZA BATHROOM & KITCHEN UNITS,"ADDRESS:501 JULES STREET MALVERN,JOHANNESBURG,2094
TEL:011-622 2004
FAX:011-622 2372
EMAIL:geza@icon.co.za
TRADE HEADING
BATHROOM FITTINGS & ACCESSORIES","501 JULES STREET MALVERN,JOHANNESBURG,2094
TEL; 622 2004
FAX; 622 2372
EMAIL","011-622 2004, 011-622 2372",geza@icon.co.za,
HAMMOND POLE ATTORNEYS,"ADDRESS:HP & PARK FRANK STREET,BOKSBURG,GAUTENG
TEL:011-874 1800
FAX:011-823 5099
TRADE HEADING
ATTORNEYS","874 1800
FAX; 823 5099
TRADE HEADING
ATTORNEYS","011-874 1800, 011-823 5099",,
SAVYCOR TRADING,"ADDRESS:42 HORNBILL ROAD,BRYANSTON,SANDTON,GAUTENG
FAX:086-651 7355
CELL:084 716 7672
EMAIL:intombi.domestics@webmail.co.za
TRADE HEADING
DOMESTIC WORKERS RECRUITMENT AGENCIES","42 HORNBILL ROAD,BRYANSTON,SANDTON,GAUTENG
FAX; 651 7355
CELL; 084 716 7672
EMAIL","086-651 7355, 084 716 7672",intombi.domestics@webmail.co.za,
L.M BUILDING CONSTRUCTION,"ADDRESS:55 FOREST ROAD,ROSETTENVILLE,JOHANNESBURG,GAUTENG,2190
CEL:078 812 7475
EMAIL:mahachileonard@gmail.com
TRADE HEADING
BUILDING CONTRACTORS","55 FOREST ROAD,ROSETTENVILLE,JOHANNESBURG,GAUTENG,2190
CEL; 078 812 7475
EMAIL",,mahachileonard@gmail.com,
ORION HOTEL DEVONSHIRE,"ADDRESS:JORISSEN STREET,BRAAMFONTEIN,JOHANNESBURG,GAUTENG
TEL:011-339 5611
EMAIL:yolande.y@orion/hotel.co.za
TRADE HEADING
HOTEL & TOURIST","339 5611
EMAIL",011-339 5611,,
NOMAM,"ADDRESS:STIRRUPLNE WOODMEAD,OFFICE PARK,WOODMEAD,GAUTENG
TEL:011-461 1300
EMAIL:hord@nomadsa.co.za
TRADE HEADING
CONTAINERISED,FREIGHT,DEPOTS & TRANSPORT SERVICES","461 1300
EMAIL",011-461 1300,hord@nomadsa.co.za,
C.W.T AQUARUIS SHIPPING INTERNATIONAL (PTY) LTD,"ADDRESS:32 WATERFORD OFFICE PARK,WATERFORD DRIVE,MOROELADAL,FOURWAYS,GAUTENG
TEL:011-658 0339
EMAIL:Vanessadippenaar@cwtasi.com
TRADE HEADING
SHIPPING COMPANY","32 WATERFORD OFFICE PARK,WATERFORD DRIVE,MOROELADAL,FOURWAYS,GAUTENG
TEL; 658 0339
EMAIL",011-658 0339,Vanessadippenaar@cwtasi.com,
KUEHNE & NAGEL (PTY) LTD,"ADDRESS:9 NGUNI DRIVE,EDENVAL,GAUTENG
TEL:011-574 7000
EMAIL:komeshni.naidoo@kuehnenagel
TRADE HEADING
SHIPPING COMPANY","9 NGUNI DRIVE,EDENVAL,GAUTENG
TEL; 574 7000
EMAIL",011-574 7000,,
ALEE MASSEL ESTATE (PTY) LTD,"ADDRESS:518 TRICHARDT ROAD,BOKSBURG,GAUTENG
TEL:011-917 3285
FAX:086-615 1660
EMAIL:PROPERTIES@ALEMASSEL.CO.ZA
WEBSITE:WWW.ALECMASSEL.CO.ZA
TRADE HEADING
ESTATE AGENT","518 TRICHARDT ROAD,BOKSBURG,GAUTENG
TEL; 917 3285
FAX; 615 1660
EMAIL","011-917 3285, 086-615 1660",PROPERTIES@ALEMASSEL.CO.ZA,
A & A CONTAINERS,"ADDRESS:ROCK COTTAGE OFFICE PARK,CHRISTIAAN DE WET ROAD,WELTEVREDEN PARK,ROODEPOORT
TEL:011-794 6571
FAX:011-794 6577
TRADE HEADING
CONTAINER SERVICES","794 6571
FAX; 794 6577
TRADE HEADING
CONTAINER SERVICES","011-794 6571, 011-794 6577",,
