Name,Category,Phone,Email,Description
Nocci Upington,Northern Cape,083 4579 542,,"The Upington Business Chamber&nbsp;is a local organisation of businesses and companies in Upington with the intention to develop and further the interests of local businesses.
Many businesses are international operating companies with offices in South Af..."
Klerksdorp Sakekamer,North West,082 780 3889,,
Greater Tzaneen Chamber of Commerce,Limpopo,073 308  6403,,
Mokopane Besigheidskamer,Limpopo,015 491 8458,,"The Mokopane Chamber of Business strives to be the representative voice of local business,to create a conducive business environment and to enhance member’s interests.
Create a suitable environment in Mokopane/ Mogalakwena, for the establishment of busin..."
Lephalale Sakekamer,Limpopo,0845 855 759,,
Magalies Business Forum,North West,0766 487 188,,The MBF aims to advance economic growth and productivity in Magaliesburg and surrounds.
Hannah's Prayer Learning Institute,Education,0000-00-00,,"About Hannah's Prayer Learning Institute
Let the children come to me. 
Hannah’s Prayer Day Care Centre is a multi-cultural pre-school founded on sound, Christian values."
Wheel & Castor (Pty) Ltd,RossKlerk Business Forum,012 541 3359,,
Bridetonia cc,Associated Partnerships,(081) 584 3843,,
Uitkykvleis- en supermark,Tourism & Events,(012) 804-3280,,Vleismark Bakkery Supermark Groente en Vrugte Biltong Kiosk Warm &amp; Koue Deli Spyseniersbedryf Wildsbewerking Spitbraai / Potjie Verhuring Groothandel sowel as kleinhandel(Aflwering vir groothandel klant)
Seidensticker,Tourism & Events,012 346 5871,,"Far more than merely sticking a logo on a shirt, Seidensticker delivers tailor-made solutions, customisable from design phase, to production, to that delicate nuance that makes you stand out from the crowd.
From&nbsp;caps, to&nbsp;belts, to&nbsp;golf-shi..."
SPECTRUM TECHNICAL,Engineering Services,035 789 6563,,"WHAT WE DOStrategically located in the coastal city of Richards Bay, one of the major aluminium and heavy minerals capitals of the world, SPECTRUM TECHNICAL has grown to become an important solution provider to the local metallurgical and mining industrie..."
Martin's Funerals Pretoria,Health & Medical,0860 911 777,,"Martin's Funerals is a well-known and trusted brand name in the funeral and insurance industry. We are full members of F.A.S.A (Franchise Association of Southern Africa) and fully comply with their rules, regulations and standards in regards to franchisin..."
"University of Limpopo, Turfloop",University,015 268 3332,,
Mangosuthu University of Technology,University,031 819 9280,,
Ulungeni Raadgewende Ing.,Zulu Land,082 449 3557   035 792 1026  035 792 2283,,
University of Pretoria,Research & Knowledge,012 420 3111,,"About the University of Pretoria
UP is a leading research university in South Africa and one of the largest in the country.
The University has seven campuses as well as a number of other sites of operation, such as the Pretoria Academic Hospital. Centra..."
UNIVERSITY OF LIMPOPO MEDUNSA,University,012 521 4961,,
Unisa (University of South Africa),University,012 441 5628,,
Tshwane University of Technology (Pretoria),Research & Knowledge,(012) 318-5911,,
Stellenbosch University,University,021 808 9111,,"Stellenbosch University&nbsp;(Afrikaans:&nbsp;Universiteit Stellenbosch) is a&nbsp;public&nbsp;research university&nbsp;situated in&nbsp;Stellenbosch, a town in the&nbsp;Western Cape&nbsp;province of South Africa. Stellenbosch is jointly the oldest univer..."
Ekurhuleni Tvet College,Colleges,011 730 6600,,"Ekurhuleni East TVET College (EEC) is located in five towns of Ekurhuleni Metropolitan Municipality (EMM). These are: Springs, Kwa-Thema, Daveyton, Benoni and Brakpan. There are however six college sites that are spreading across the five towns. These sit..."
Forever Living,Image Consulting,082 045 6524,,"Need a new lifestyle?&nbsp;
Like to be your own Boss?
Start part time or full time.....
If you are a hard worker with a great attitude, you could potentially earn anything between R3 000 and eventually build up to a way over R30 000+++ per month, plus..."
LTG Logistics Transport Globally (Pty) Ltd,Warehouses,087 236 8530,,"LTG Logistics Transport Globally (Pty)&nbsp;Ltd is a leading international freight management and supply chain company, offering its clients a personalised service with dedicated hubs for all their global logistics and freight requirements.
The compa..."
Ionic GPECS,Renovations & Maintenance,010 020 5377,,"IONIC Definition:
A strong bond formed by the electrostatic attraction of oppositely charged ions.
In our own words:
We are the positive force attracted by the negative (problem) which then forms a strong bond with the client when we’ve sorted out the..."
IABC Group,Accounting,011 023 5530 / 073 555 7775,,"What We Do
IntelliLogic Africa Business Consulting (“IABC”) group of consulting businesses offer a broad range of fully integrated services in areas of consulting and financial advisory. IABC’s integrated approach to offering powerful business solutions..."
Hervormde Kerk Lydenburg,Associated Partnerships,013 235 3554,,
Calabash Original Leather Goods,Leather Manufacturer,012 347 1207,,
Santie Korf Photography,Functions & Events,083 306 1654,,
Kia Ora Backpackers,Tourism & Events,012 322 4803,,
Kgwebong Consulting,Logistics,826 635 389,,
KFC Pretoria North,Restaurants,012 443 4053,,
Kayz Tours Chauffeur Services,Car Rental,(011) 075-2829,,
Kaya Consulting,Finance & Business Services,012 443 6468,,"Organisational Description:
The ability to transform organisational performance lies within your people. The knowledge. The collective wisdom. The potential. It’s all already there. At Kaya we draw on over 150 years of research into performance, behaviou..."
Kallie Khaki,Retail,,,
Juan Q Digital,Finance & Business Services,(072) 352-3598,,"Marketing is an age-old part of any business, but in today’s world, keeping up with new forms of marketing can be a challenge. There are so many platforms out there that attract a vast array of audiences – which one is right for your business?
We at JQ D..."
JTM Brokers,Finance & Business Services,(012) 347-9024,,"We offer a comprehensive range of Short Term solutions to our customers in South Africa. Our firm has been actively involved in the industry since 1991.
We will ensure that the wide variety of products and options available in the market are carefully co..."
Jaco Fourie Properties,Infrastructure & Construction,(073) 445-8477,,
Ivory Sun Trading 127 (Pty) Ltd,Finance & Business Services,087 150 4874,,
iThemba Training and Development,Training,012 998 0809,,"Themba established itself as a Training and Development Consultancy early in 1988. Its initial focus was on Recruitment, Selection and Secretarial training. Subsequently, the demands to address a broader spectrum in Human Resources&nbsp;development has sh..."
IT @ Large,Manufacturing & Logistics,071 268 9211,,
Isi-senge Lodge,Lodges,(012) 504-1014,,
Into SA Limited,Tax & Legal Consulting,012 941 1509,,"20 Years of Legal Advice in Sub-Saharan Africa
Established in 1995, INTO SA assists foreign companies venturing with their brands and products into Sub-Saharan Africa, by offering a safe and sound legal framework for doing business safe and successfu..."
Integrated Avionic Solutions,Energy Optimisation,012 567 7312/2,,
Insight Outdoor,Finance & Business Services,012 345 1716,,
In Cloud Learning Solutions,Colleges,798 938 036,,
Impact Power Innovation,Engineering Services,861 357 732,,
Ile de chocolat	kirsten@iledechocolat.com,Technical Support,1059,,
IED Skills with results,Finance & Business Services,012-807 3322,,
Ice Cool Digital Productions,Productions,082- 449 -1865,,"At Ice Cool Digital we pride ourselves on the quality of our work. Established in 2002, we have grown as a company in leaps and bounds, producing work for many of Pretoria’s educational institutions and countless Wedding and Corporate Video Productions...."
Huntsman Media,Online Marketing,012 567 7420,,"Huntsman Media is a new business, established in January 2018, with a lot of miles on the road of social media. At HM we believe that social media is the most effective and cost efficient way of marketing your brand, but sadly also the most underutili..."
Hulda's Haus Self Catering Accommodation,Accommodation,083 449 4224,,
HRG Rennies Travel,Car Rental,010 219 6620,,
HR Solutions for Tomorrow (Pty) Ltd,Finance & Business Services,011 024 4346,,
Hotbox Vapoury,Wholesale & Retail,,,
HOMELIX GROUP,Wholesalers,791 268 197,,
Hoerskool Lydenburg,Colleges,(013) 235-2111,,
Hlakano Systems,Communications (ICT),082 633 0114,,
Hlakano Coal Trans,Manufacturing & Logistics,082 633 0114,,
Hills Incorporated,Legal Compliance,(012) 342-1987,,"The firm strives to render excellent service at an affordable and negotiated fee, as well as placing our clients at an advantage, so to ensure successful representation. The firm is administrated under the leadership and guidance of Mr. P.J Hills and Mr...."
Highlands Panorama,Restaurants,(013) 235-2287,,"&nbsp;

Die eienaars en redaksie van die Highlands Panorama News gemeenskapskoerant vir die Mpumalanga Platorand, wil graag volgens die volgende standaarde die koerant&nbsp;bedryf:Eerbaarheid: deur in eerlike handelspraktyke te volhard;
&nbsp;
Regverd..."
Highland Run Estate,Energy,,,
HGL Engineering CC,Professional Services,012 541 0416,,
Helderberg Afrikaanse Sakekamer,Colleges,0818 531 535,,
Harris Arc Weld,Mining,013 2353082,,
Hardware direct (PTY) ltd,Professional Services,012 541 3336,,
Hanas Hardware Mica,Manufacturing & Logistics,(013) 235-2674,,
Hambisana Consulting (Pty) Ltd,Communications (ICT),012 653 5098,,
Hakuna Matata Gifts,Finance & Business Services,(012) 546-9999,,"We operate mainly in Gauteng but also supply goods to all the areas in South Africa; We make use of the following branding methods: - Embroidery, - Printing - Pad Printing, Silk screening, - Embossing, Blind, Foiling, - Engraving - Laser, Scratch, - Heat..."
Guest Resource Services,Finance & Business Services,012 542 1358 / 074 112 2727,,"Guest Resources Services welcomes you
Employers all envisage an environment in which passionate and knowledgeable staff work together to drive the core values of their organizations to greater heights. Through our very long experience in human resources..."
Grofin,Investment,012 998 8280,,GroFin&nbsp;is a pioneering development financier specialising in financing and supporting small and growing businesses (SGBs) across Africa and the Middle East. We combine patient capital and specialized business support to grow emerging market enterpris...
Grobbelaars Church and Funeral Services,Therapy,(012) 329-3682,,Both companies boast with histories dating back to late 1800 and early 1900. The Grobbelaars name is well known in the funeral industry. WH Rogers was the first funeral home in Pretoria and opened its doors in 1898. As funeral directors we are deeply cons...
Grippon cc,Professional Services,0147121180,,
Greenpak,Food & Beverage,0565152712,,
Greater Tshwane Business Forum,Gauteng,,,Greater Tshwane Business Forum (GTBF) strives for the creation of an economically vibrant community where its residents live decently. The GTBF provides a platform to built partnership amongst all sectors of the community thereby creating an efficient and...
Glencore Lydenburg Works,Coal,(013) 230-6000,,
GHH Mining,Platinum,013 235 1238,,
Fuchs Roux Inc,Legal Compliance,012 342 7911 / 0860 123 153,,"Our values in everything we do are: excellence, respect of each other and people’s individuality, collegiality, and sharing of knowledge and innovation.
We work together to create a working environment that is both challenging and enjoyable – one in whic..."
